satisfaction_level_std_dep,last_evaluation_std_dep,overwork,left,satisfaction_level,last_evaluation,number_project,monthly_hours,time_spend_company,work_accident,promotion_last_5years,department,salary
-0.6744802812524353,-1.4991977177634175,FALSE,TRUE,0.41,0.46,2,128,3,FALSE,FALSE,accounting,low
-0.7920188398075589,-1.26650997566304,FALSE,TRUE,0.38,0.5,2,132,3,FALSE,FALSE,accounting,low
-1.928224905840422,-0.568446749361907,TRUE,TRUE,0.09,0.62,6,294,4,FALSE,FALSE,accounting,low
-0.6002090313700804,-0.7953180418029758,FALSE,TRUE,0.45,0.57,2,134,3,FALSE,FALSE,hr,low
-0.8018797025451687,-1.1389921668740595,FALSE,TRUE,0.4,0.51,2,145,3,FALSE,FALSE,hr,low
-0.6002090313700804,-0.9098760834933366,FALSE,TRUE,0.45,0.55,2,140,3,FALSE,FALSE,hr,low
0.9728222037956086,0.9230525835524442,TRUE,TRUE,0.84,0.87,4,246,6,FALSE,FALSE,hr,low
-1.9980748798506043,1.2626634525697495,TRUE,TRUE,0.1,0.94,6,255,4,FALSE,FALSE,technical,low
-0.8965505519600663,-1.5060730545011183,FALSE,TRUE,0.38,0.46,2,137,3,FALSE,FALSE,technical,low
-0.6211694699874318,-1.2753450122452126,FALSE,TRUE,0.45,0.5,2,126,3,FALSE,FALSE,technical,low
-1.958734725283085,0.9742533997498679,TRUE,TRUE,0.11,0.89,6,306,4,FALSE,FALSE,technical,low
-0.7785300882575088,-1.0446169699893066,FALSE,TRUE,0.41,0.54,2,152,3,FALSE,FALSE,technical,low
1.0311170218483747,0.9165713891858914,TRUE,TRUE,0.87,0.88,5,269,5,FALSE,FALSE,technical,low
-0.6211694699874318,-1.3907090333731655,FALSE,TRUE,0.45,0.48,2,158,3,FALSE,FALSE,technical,low
-0.8178702428250278,-1.5060730545011183,FALSE,TRUE,0.4,0.46,2,127,3,FALSE,FALSE,technical,low
-1.9980748798506043,0.4551153046740803,TRUE,TRUE,0.1,0.8,7,281,4,FALSE,FALSE,technical,low
-2.037415034418123,0.9742533997498679,TRUE,TRUE,0.09,0.89,6,276,4,FALSE,FALSE,technical,low
0.913096558145817,0.10902324129022146,TRUE,TRUE,0.84,0.74,3,182,4,FALSE,FALSE,technical,low
-0.8859349671920441,-1.011008979306829,FALSE,TRUE,0.4,0.55,2,147,3,FALSE,FALSE,support,low
-0.19601668461722502,-0.13496364620353202,TRUE,TRUE,0.57,0.7,3,273,6,FALSE,FALSE,support,low
-0.8859349671920441,-1.0694120015137156,FALSE,TRUE,0.4,0.54,2,148,3,FALSE,FALSE,support,low
-0.764184682031782,-1.4782331569619216,FALSE,TRUE,0.43,0.47,2,147,3,FALSE,FALSE,support,low
-1.9816875336344044,0.3322605314515604,FALSE,TRUE,0.13,0.78,6,152,2,FALSE,FALSE,support,low
-0.7236012536450279,-1.011008979306829,FALSE,TRUE,0.44,0.55,2,135,3,FALSE,FALSE,support,low
-0.9671018239655523,-1.011008979306829,FALSE,TRUE,0.38,0.55,2,134,3,FALSE,FALSE,support,low
-0.9265183955787982,-1.0694120015137156,FALSE,TRUE,0.39,0.54,2,132,3,FALSE,FALSE,support,low
-2.1034378187946667,1.1499028423479716,TRUE,TRUE,0.1,0.92,7,307,4,FALSE,FALSE,support,low
-1.0076852523523065,-1.5366361791688077,FALSE,TRUE,0.37,0.46,2,140,3,FALSE,FALSE,support,low
-2.062854390407913,1.266708886761744,TRUE,TRUE,0.11,0.94,7,255,4,FALSE,FALSE,support,low
-1.9980748798506043,0.5127973152380568,TRUE,TRUE,0.1,0.81,6,309,4,FALSE,FALSE,technical,low
-0.8965505519600663,-1.0446169699893066,FALSE,TRUE,0.38,0.54,2,128,3,FALSE,FALSE,technical,low
0.9524367127133363,1.6087555159536084,TRUE,TRUE,0.85,1,4,225,5,FALSE,FALSE,technical,low
1.003969281881028,1.160594436923628,TRUE,TRUE,0.85,0.91,5,226,5,FALSE,FALSE,management,medium
-2.0333560095323353,1.2958038299825787,TRUE,TRUE,0.11,0.93,7,308,4,FALSE,FALSE,IT,medium
-2.0733715322142734,1.4173783290947226,TRUE,TRUE,0.1,0.95,6,244,5,FALSE,FALSE,IT,medium
-1.032967942483876,-0.9533244035920916,FALSE,TRUE,0.36,0.56,2,132,3,FALSE,FALSE,IT,medium
-2.0333560095323353,1.3565910795386502,TRUE,TRUE,0.11,0.94,6,286,4,FALSE,FALSE,IT,medium
0.7677305782033509,-0.10230290980708179,FALSE,TRUE,0.81,0.7,6,161,4,FALSE,FALSE,IT,medium
-0.7827106996679366,-0.9809649896662103,FALSE,TRUE,0.43,0.54,2,153,3,FALSE,FALSE,product_mng,medium
1.1572037932711168,1.4889035956203827,TRUE,TRUE,0.9,0.98,4,264,6,FALSE,FALSE,product_mng,medium
0.5793569230339518,0.8153030723604027,TRUE,TRUE,0.76,0.86,5,223,5,TRUE,FALSE,product_mng,medium
-0.7827106996679366,-1.205498497419537,FALSE,TRUE,0.43,0.5,2,135,3,FALSE,FALSE,product_mng,medium
0.487621919429782,1.6605273273190115,TRUE,TRUE,0.74,0.99,2,277,3,FALSE,FALSE,IT,medium
-2.186053098815337,0.31010267991541784,TRUE,TRUE,0.09,0.77,5,275,4,FALSE,FALSE,product_mng,medium
-0.700161146776913,-1.2616318743578687,FALSE,TRUE,0.45,0.49,2,149,3,FALSE,FALSE,product_mng,high
-2.186053098815337,0.8714364492987343,TRUE,TRUE,0.09,0.87,7,295,4,FALSE,FALSE,product_mng,low
-2.103503545924313,1.4327702186820508,TRUE,TRUE,0.11,0.97,6,277,4,FALSE,FALSE,product_mng,medium
-2.103503545924313,0.4223694337920813,TRUE,TRUE,0.11,0.79,7,306,4,FALSE,FALSE,product_mng,medium
-2.144778322369825,0.6469029415454075,TRUE,TRUE,0.1,0.83,6,295,4,FALSE,FALSE,product_mng,medium
-0.8948804417326021,-1.0140585602536485,FALSE,TRUE,0.4,0.54,2,137,3,FALSE,FALSE,marketing,medium
-0.7370479727971245,-0.873194783423881,FALSE,TRUE,0.43,0.56,2,157,3,FALSE,FALSE,sales,low
-0.7528393202891843,-0.9174783625124732,FALSE,TRUE,0.39,0.56,2,142,3,FALSE,FALSE,accounting,low
-0.6830178252582738,-1.0694120015137156,FALSE,TRUE,0.45,0.54,2,140,3,FALSE,FALSE,support,low
-0.8965505519600663,-1.3330270228091892,FALSE,TRUE,0.38,0.49,2,151,3,FALSE,FALSE,technical,low
0.7405188212416471,-0.8361271749879898,FALSE,TRUE,0.79,0.59,4,139,3,FALSE,TRUE,management,low
0.9063312471290522,0.7732272117711702,TRUE,TRUE,0.84,0.85,4,249,6,FALSE,FALSE,marketing,low
-2.082042691209602,0.3119921738292816,TRUE,TRUE,0.11,0.77,6,291,4,FALSE,FALSE,marketing,low
-2.082042691209602,0.8885359712566424,TRUE,TRUE,0.11,0.87,6,305,4,FALSE,FALSE,marketing,low
-1.7760056055138578,0.7598455549672306,TRUE,TRUE,0.17,0.84,5,232,3,FALSE,FALSE,sales,low
-0.6970880638464809,-1.5147463449346754,FALSE,TRUE,0.44,0.45,2,132,3,FALSE,FALSE,sales,low
-0.9768074265009861,-0.8148719141956277,FALSE,TRUE,0.37,0.57,2,130,3,FALSE,FALSE,sales,low
-2.0557249681683634,0.468231208825961,TRUE,TRUE,0.1,0.79,6,291,4,FALSE,FALSE,sales,low
-0.8569276996490552,-1.2231319987934053,FALSE,TRUE,0.4,0.5,2,130,3,FALSE,FALSE,sales,low
1.1011078389324807,1.693011462619295,TRUE,TRUE,0.89,1,5,246,5,FALSE,FALSE,sales,low
-0.7770078817477682,-1.3397777372499136,FALSE,TRUE,0.42,0.48,2,143,3,FALSE,FALSE,sales,low
-0.6171682459451937,-0.931517652652135,FALSE,TRUE,0.46,0.55,2,129,3,FALSE,FALSE,sales,low
-2.0956848771190066,0.7015226857389766,TRUE,TRUE,0.09,0.83,6,255,4,FALSE,FALSE,sales,low
-0.9768074265009861,-1.1648091295651513,FALSE,TRUE,0.37,0.51,2,155,3,FALSE,FALSE,sales,low
-2.0557249681683634,0.35158547036945287,TRUE,TRUE,0.1,0.77,6,265,4,FALSE,FALSE,sales,low
-2.0557249681683634,0.7598455549672306,TRUE,TRUE,0.1,0.84,6,279,4,FALSE,FALSE,sales,low
-2.0157650592177196,1.5180428549345326,TRUE,TRUE,0.11,0.97,6,284,4,FALSE,FALSE,sales,low
1.1410677478831244,1.693011462619295,TRUE,TRUE,0.9,1,5,221,6,FALSE,FALSE,sales,medium
-0.9368475175503425,-1.1064862603368972,FALSE,TRUE,0.38,0.52,2,154,3,FALSE,FALSE,sales,medium
-1.0167673354516298,-1.1064862603368972,FALSE,TRUE,0.36,0.52,2,147,3,FALSE,FALSE,sales,medium
-0.7770078817477682,-1.4564234757064212,FALSE,TRUE,0.42,0.46,2,150,3,FALSE,FALSE,sales,medium
-2.0956848771190066,1.3430742472497705,TRUE,TRUE,0.09,0.94,7,267,4,FALSE,FALSE,sales,medium
-0.7370479727971245,-1.1064862603368972,FALSE,TRUE,0.43,0.52,2,158,3,FALSE,FALSE,sales,medium
-1.3405321130648031,-1.4991977177634175,TRUE,TRUE,0.24,0.46,7,224,5,FALSE,FALSE,accounting,medium
1.2844956946662938,1.6420868005916809,TRUE,TRUE,0.91,1,4,257,5,FALSE,FALSE,accounting,medium
-0.5569417226973116,-1.26650997566304,FALSE,TRUE,0.44,0.5,2,148,3,FALSE,FALSE,accounting,medium
0.44847845874037884,0.9230525835524442,TRUE,TRUE,0.71,0.87,3,177,4,FALSE,FALSE,hr,medium
-0.8018797025451687,-1.2535502085644208,FALSE,TRUE,0.4,0.49,2,155,3,FALSE,FALSE,hr,medium
-0.6808772998401158,-1.3681082502547823,FALSE,TRUE,0.43,0.47,2,144,3,FALSE,FALSE,hr,medium
-2.0522378638307166,0.8084945418620828,TRUE,TRUE,0.09,0.85,6,289,4,FALSE,FALSE,hr,high
-0.6998497791224704,-1.1599809911172596,FALSE,TRUE,0.43,0.52,2,160,3,FALSE,FALSE,technical,low
1.1491374855509324,1.3780274736977025,TRUE,TRUE,0.9,0.96,4,258,5,FALSE,FALSE,technical,medium
0.913096558145817,1.6087555159536084,TRUE,TRUE,0.84,1,5,234,5,FALSE,FALSE,technical,medium
-0.9358907065275855,-1.3907090333731655,FALSE,TRUE,0.37,0.48,2,137,3,FALSE,FALSE,technical,medium
0.9917768672808555,-0.23706882209363675,TRUE,TRUE,0.86,0.68,5,263,2,FALSE,FALSE,technical,medium
-1.958734725283085,0.6858433469299856,TRUE,TRUE,0.11,0.84,6,251,4,FALSE,FALSE,technical,low
-0.9358907065275855,-0.871570938297378,FALSE,TRUE,0.37,0.57,2,133,3,FALSE,FALSE,technical,low
-0.8178702428250278,-1.5060730545011183,FALSE,TRUE,0.4,0.46,2,132,3,FALSE,FALSE,technical,low
-1.8407142615805272,-0.5831608854774956,FALSE,TRUE,0.14,0.62,4,158,4,TRUE,FALSE,technical,low
-0.8178702428250278,-1.5060730545011183,FALSE,TRUE,0.4,0.46,2,135,3,FALSE,FALSE,technical,low
0.5590351670381443,1.6087555159536084,TRUE,TRUE,0.75,1,4,216,6,FALSE,FALSE,technical,low
-2.062854390407913,0.6826786646928791,TRUE,TRUE,0.11,0.84,6,300,5,TRUE,FALSE,support,low
-0.6424343968715196,-1.3614271125481483,FALSE,TRUE,0.46,0.49,2,138,3,FALSE,FALSE,support,low
-2.062854390407913,1.1499028423479716,TRUE,TRUE,0.11,0.92,6,260,4,FALSE,FALSE,support,low
-0.9671018239655523,-1.3614271125481483,FALSE,TRUE,0.38,0.49,2,132,3,FALSE,FALSE,support,low
0.3315678844105781,0.9746937757273119,TRUE,TRUE,0.7,0.89,3,183,5,FALSE,FALSE,support,low
-2.144021247181421,0.565872620279106,TRUE,TRUE,0.09,0.82,6,250,4,FALSE,FALSE,support,low
-1.0076852523523065,-1.5950392013756942,FALSE,TRUE,0.37,0.45,2,151,3,FALSE,FALSE,support,low
-2.1034378187946667,0.6242756424859925,TRUE,TRUE,0.1,0.83,6,292,4,FALSE,FALSE,support,low
-0.9671018239655523,-0.8942029348930566,FALSE,TRUE,0.38,0.57,2,140,3,FALSE,FALSE,support,low
1.14323645214566,1.6171270200030634,TRUE,TRUE,0.9,1,5,221,5,FALSE,FALSE,support,low
-0.7236012536450279,-1.2446210681343752,FALSE,TRUE,0.44,0.51,2,138,3,FALSE,FALSE,support,low
-0.9752308610951048,-1.2753450122452126,FALSE,TRUE,0.36,0.5,2,132,3,FALSE,FALSE,technical,low
-1.1719316339327008,0.6858433469299856,FALSE,TRUE,0.31,0.84,7,133,5,FALSE,FALSE,technical,low
-1.9980748798506043,0.6858433469299856,TRUE,TRUE,0.1,0.84,6,283,4,TRUE,FALSE,technical,low
-0.8840923527012037,-1.5225002290826084,FALSE,TRUE,0.42,0.48,2,129,3,FALSE,FALSE,management,low
0.487621919429782,1.7213145768750837,TRUE,TRUE,0.74,1,4,249,5,FALSE,FALSE,IT,low
0.44760639674784364,0.9310803326461454,TRUE,TRUE,0.73,0.87,5,257,5,FALSE,FALSE,IT,low
-2.113387054896212,1.4781655786507948,TRUE,TRUE,0.09,0.96,6,245,4,FALSE,FALSE,IT,low
-0.6728282383464306,-1.1356861522603083,FALSE,TRUE,0.45,0.53,2,155,3,FALSE,FALSE,IT,low
-2.0333560095323353,0.5055695857536405,TRUE,TRUE,0.11,0.8,6,256,4,FALSE,FALSE,IT,low
-1.0303593583410073,-1.3738986282345322,FALSE,TRUE,0.37,0.47,2,152,3,FALSE,FALSE,product_mng,low
0.9095551345980458,1.5450369725587143,TRUE,TRUE,0.84,0.99,4,267,5,FALSE,FALSE,product_mng,low
-0.8652602525589602,-1.4300320051728637,FALSE,TRUE,0.41,0.46,2,151,3,FALSE,FALSE,product_mng,low
0.5793569230339518,1.152103333990393,TRUE,TRUE,0.76,0.92,4,239,5,FALSE,FALSE,product_mng,low
-2.0333560095323353,0.9310803326461454,TRUE,TRUE,0.11,0.87,6,306,4,FALSE,FALSE,IT,low
0.9063312471290522,0.9461903509993786,TRUE,TRUE,0.84,0.88,4,263,5,TRUE,FALSE,marketing,low
-0.9358170710249124,-1.2446760792245932,FALSE,TRUE,0.39,0.5,2,147,3,FALSE,FALSE,marketing,low
-2.082042691209602,1.119153490227587,TRUE,TRUE,0.11,0.91,6,278,4,FALSE,FALSE,marketing,low
-0.6901972952710504,-0.8987498007681762,FALSE,TRUE,0.45,0.56,2,154,3,FALSE,FALSE,marketing,low
-1.0176903296095332,-1.1293673197391207,FALSE,TRUE,0.37,0.52,2,143,3,FALSE,FALSE,marketing,low
-0.8948804417326021,-1.1293673197391207,FALSE,TRUE,0.4,0.52,2,155,3,FALSE,FALSE,marketing,low
-0.8968876085996988,-1.3397777372499136,FALSE,TRUE,0.39,0.48,2,160,3,FALSE,FALSE,sales,low
-1.8498658668036727,0.4786480900897928,TRUE,TRUE,0.11,0.8,6,304,4,FALSE,FALSE,accounting,low
0.8591524534383812,1.6171270200030634,TRUE,TRUE,0.83,1,5,240,5,FALSE,FALSE,support,low
-1.958734725283085,1.1472994314417972,TRUE,TRUE,0.11,0.92,6,305,4,FALSE,FALSE,technical,low
-1.0158175830208942,-1.397705128338132,FALSE,TRUE,0.39,0.5,2,136,3,FALSE,FALSE,management,low
-0.6901972952710504,-1.5329479779382735,FALSE,TRUE,0.45,0.45,2,132,3,FALSE,FALSE,marketing,low
-2.122979320501912,1.349771009198531,TRUE,TRUE,0.1,0.95,7,301,4,FALSE,FALSE,marketing,low
1.1519510228829144,1.5227341484267394,TRUE,TRUE,0.9,0.98,5,243,6,FALSE,FALSE,marketing,low
-0.6571281548958373,-1.1648091295651513,FALSE,TRUE,0.45,0.51,2,147,3,FALSE,FALSE,sales,low
0.7015087494260449,1.0514599011085008,TRUE,TRUE,0.79,0.89,5,239,5,FALSE,FALSE,sales,low
1.1410677478831244,1.634688593391041,TRUE,TRUE,0.9,0.99,5,260,5,FALSE,FALSE,sales,low
-2.0157650592177196,0.7598455549672306,TRUE,TRUE,0.11,0.84,7,296,4,FALSE,FALSE,sales,low
-0.7370479727971245,-0.931517652652135,FALSE,TRUE,0.43,0.55,2,129,3,FALSE,FALSE,sales,low
-1.2165668802048477,-0.9898405218803892,FALSE,TRUE,0.31,0.54,5,132,5,FALSE,FALSE,sales,low
-1.176606971254204,-1.2231319987934053,FALSE,TRUE,0.32,0.5,2,135,5,FALSE,FALSE,sales,low
-0.6571281548958373,-0.8148719141956277,FALSE,TRUE,0.45,0.57,2,158,3,FALSE,FALSE,sales,low
0.7814285673273321,1.634688593391041,TRUE,TRUE,0.81,0.99,4,259,5,FALSE,FALSE,sales,low
-0.8169677906984119,-1.4564234757064212,FALSE,TRUE,0.41,0.46,2,160,3,FALSE,TRUE,sales,low
-2.0157650592177196,0.40990833959770695,TRUE,TRUE,0.11,0.78,7,278,4,FALSE,FALSE,sales,low
-2.0557249681683634,0.9931370318802468,TRUE,TRUE,0.1,0.88,6,284,4,FALSE,FALSE,sales,low
0.34186956887025227,-1.0481633911086432,TRUE,TRUE,0.7,0.53,2,274,4,FALSE,FALSE,sales,low
-0.2974889743400449,0.1766168626846907,FALSE,TRUE,0.54,0.74,4,164,2,FALSE,FALSE,sales,low
-0.8169677906984119,-1.3397777372499136,FALSE,TRUE,0.41,0.48,2,148,3,FALSE,FALSE,sales,low
-0.9368475175503425,-1.2231319987934053,FALSE,TRUE,0.38,0.5,2,140,3,FALSE,FALSE,sales,medium
-0.9768074265009861,-1.1648091295651513,FALSE,TRUE,0.37,0.51,2,127,3,FALSE,FALSE,sales,medium
-2.0157650592177196,0.8181684241954846,TRUE,TRUE,0.11,0.85,6,308,5,FALSE,FALSE,sales,medium
-0.8569276996490552,-1.3981006064781676,FALSE,TRUE,0.4,0.47,2,146,3,FALSE,FALSE,sales,medium
-1.8890453863220473,0.71133583219017,TRUE,TRUE,0.1,0.84,6,261,4,FALSE,FALSE,accounting,medium
1.2061366556295445,1.5839148650665864,TRUE,TRUE,0.89,0.99,5,257,5,FALSE,FALSE,accounting,medium
-1.8498658668036727,0.4786480900897928,TRUE,TRUE,0.11,0.8,6,285,4,FALSE,FALSE,accounting,medium
-0.9632162394852396,-0.9098760834933366,FALSE,TRUE,0.36,0.55,2,141,3,FALSE,FALSE,hr,medium
-0.8018797025451687,-1.4253872710999627,FALSE,TRUE,0.4,0.46,2,127,3,FALSE,FALSE,hr,medium
-2.0522378638307166,0.8084945418620828,TRUE,TRUE,0.09,0.85,6,297,4,FALSE,FALSE,hr,medium
-0.8018797025451687,-1.4253872710999627,FALSE,TRUE,0.4,0.46,2,143,3,FALSE,FALSE,hr,medium
-0.9358907065275855,-0.9869349594253303,FALSE,TRUE,0.37,0.55,2,152,3,FALSE,FALSE,technical,medium
-0.6605096245549511,-1.2176630016812362,FALSE,TRUE,0.44,0.51,2,156,3,FALSE,FALSE,technical,high
-2.037415034418123,0.4551153046740803,TRUE,TRUE,0.09,0.8,7,283,5,FALSE,FALSE,technical,low
1.227817794685971,0.858889378621915,TRUE,TRUE,0.92,0.87,4,226,6,TRUE,FALSE,technical,medium
0.519695012470625,1.0896174208778209,TRUE,TRUE,0.74,0.91,4,232,5,FALSE,FALSE,technical,medium
-2.037415034418123,0.5704793258020326,TRUE,TRUE,0.09,0.82,6,249,4,FALSE,FALSE,technical,medium
1.1097973309834133,1.3203454631337261,TRUE,TRUE,0.89,0.95,4,275,5,FALSE,FALSE,technical,medium
-2.037415034418123,0.4551153046740803,TRUE,TRUE,0.09,0.8,6,304,4,FALSE,FALSE,technical,low
-1.3292922522027775,-1.0446169699893066,TRUE,TRUE,0.27,0.54,7,278,3,FALSE,FALSE,technical,low
-1.9980748798506043,1.0896174208778209,TRUE,TRUE,0.1,0.91,6,287,4,FALSE,FALSE,technical,low
-1.9980748798506043,0.9742533997498679,TRUE,TRUE,0.1,0.89,7,285,4,FALSE,FALSE,technical,low
0.6156518831178569,1.266708886761744,TRUE,TRUE,0.77,0.94,5,226,6,FALSE,FALSE,support,low
1.14323645214566,0.565872620279106,TRUE,TRUE,0.9,0.82,5,259,5,FALSE,FALSE,support,low
-0.9265183955787982,-1.3030240903412618,FALSE,TRUE,0.39,0.5,2,135,3,FALSE,FALSE,support,low
0.5750684547311028,1.6171270200030634,TRUE,TRUE,0.76,1,5,219,5,FALSE,FALSE,support,low
-2.1034378187946667,1.2083058645548581,TRUE,TRUE,0.1,0.93,6,256,4,FALSE,FALSE,support,low
1.0214861669853976,1.0330967979341985,TRUE,TRUE,0.87,0.9,5,254,6,FALSE,FALSE,support,low
-0.9671018239655523,-1.3030240903412618,FALSE,TRUE,0.38,0.5,2,153,3,FALSE,FALSE,support,low
0.6156518831178569,1.5587239977961769,TRUE,TRUE,0.77,0.99,5,228,5,FALSE,FALSE,support,low
0.656235311504611,0.8578877313135388,TRUE,TRUE,0.78,0.87,4,228,5,FALSE,FALSE,support,low
-0.7236012536450279,-1.3030240903412618,FALSE,TRUE,0.44,0.5,2,128,3,FALSE,FALSE,support,low
-0.9671018239655523,-1.1862180459274887,FALSE,TRUE,0.38,0.52,2,153,3,FALSE,FALSE,support,low
-0.6998497791224704,-1.5060730545011183,FALSE,TRUE,0.43,0.46,2,156,3,FALSE,FALSE,technical,low
-0.8572103973925471,-1.2753450122452126,TRUE,TRUE,0.39,0.5,4,294,3,FALSE,FALSE,technical,low
1.0704571764158939,1.6087555159536084,TRUE,TRUE,0.88,1,5,219,5,FALSE,FALSE,technical,low
-0.752367122381513,-1.647295329827084,FALSE,TRUE,0.45,0.46,2,153,3,FALSE,FALSE,management,low
-0.8729058517561223,-1.1356861522603083,FALSE,TRUE,0.4,0.53,2,151,3,FALSE,FALSE,IT,low
-1.032967942483876,-1.2572606513724527,FALSE,TRUE,0.36,0.51,2,155,3,FALSE,FALSE,IT,low
-1.032967942483876,-1.4396224000406694,FALSE,TRUE,0.36,0.48,2,158,3,FALSE,FALSE,IT,low
1.127870282340796,1.5997400777629391,TRUE,TRUE,0.9,0.98,5,245,5,FALSE,FALSE,IT,low
-0.7528592837103074,-1.1356861522603083,FALSE,TRUE,0.43,0.53,2,131,3,FALSE,FALSE,IT,low
1.1159290168256049,0.8714364492987343,TRUE,TRUE,0.89,0.87,5,225,5,FALSE,FALSE,product_mng,low
-2.144778322369825,0.7030363184837393,TRUE,TRUE,0.1,0.84,6,286,4,FALSE,FALSE,product_mng,low
-1.0303593583410073,-1.205498497419537,FALSE,TRUE,0.37,0.5,2,135,3,FALSE,FALSE,product_mng,low
-1.0303593583410073,-1.1493651204812054,FALSE,TRUE,0.37,0.51,2,153,3,FALSE,FALSE,product_mng,low
1.0078237142949809,1.1134420813143622,TRUE,TRUE,0.87,0.9,5,252,5,FALSE,FALSE,IT,low
-0.7136598007708097,-0.9174783625124732,FALSE,TRUE,0.4,0.56,2,149,3,FALSE,FALSE,accounting,low
1.2453161751479191,1.4675709940163975,TRUE,TRUE,0.9,0.97,4,258,5,FALSE,FALSE,accounting,low
-0.9228821052502219,-1.4253872710999627,FALSE,TRUE,0.37,0.46,2,158,3,FALSE,FALSE,hr,low
-0.6405431656050982,-0.9671551043385174,FALSE,TRUE,0.44,0.54,2,149,3,FALSE,FALSE,hr,low
1.0131563380306263,1.3812847503138892,TRUE,TRUE,0.85,0.95,5,236,5,FALSE,FALSE,hr,low
0.6607114713751905,1.5227341484267394,TRUE,TRUE,0.78,0.98,5,239,6,FALSE,FALSE,marketing,low
-0.8130071831479815,-1.4176392184528015,FALSE,TRUE,0.42,0.47,2,159,3,FALSE,FALSE,marketing,low
1.2209875657844116,1.634688593391041,TRUE,TRUE,0.92,0.99,5,255,6,FALSE,FALSE,sales,low
-1.8498658668036727,0.6531638966650756,TRUE,TRUE,0.11,0.83,6,244,4,FALSE,FALSE,accounting,low
-0.8047681104185361,-0.9526059570999424,FALSE,TRUE,0.42,0.56,2,134,3,FALSE,FALSE,support,low
-0.5031490062848744,-0.871570938297378,TRUE,TRUE,0.48,0.57,4,270,4,FALSE,FALSE,technical,low
0.9161524616679009,0.7862091346901994,TRUE,TRUE,0.83,0.85,4,255,5,FALSE,FALSE,management,low
-0.8948804417326021,-1.0717129399963847,FALSE,TRUE,0.4,0.53,2,151,3,FALSE,FALSE,marketing,low
