satisfaction_level_rel_department,last_evaluation_rel_department,department,left
-0.6424343968715196,-1.3614271125481483,support,TRUE
-2.062854390407913,1.1499028423479716,support,TRUE
-0.9671018239655523,-1.3614271125481483,support,TRUE
0.3315678844105781,0.9746937757273119,support,TRUE
-2.144021247181421,0.565872620279106,support,TRUE
-1.0076852523523065,-1.5950392013756942,support,TRUE
-2.1034378187946667,0.6242756424859925,support,TRUE
-0.9671018239655523,-0.8942029348930566,support,TRUE
1.14323645214566,1.6171270200030634,support,TRUE
-0.7236012536450279,-1.2446210681343752,support,TRUE
-0.9752308610951048,-1.2753450122452126,technical,TRUE
-1.1719316339327008,0.6858433469299856,technical,TRUE
-1.9980748798506043,0.6858433469299856,technical,TRUE
-0.8840923527012037,-1.5225002290826084,management,TRUE
0.487621919429782,1.7213145768750837,IT,TRUE
0.44760639674784364,0.9310803326461454,IT,TRUE
-2.113387054896212,1.4781655786507948,IT,TRUE
-0.6728282383464306,-1.1356861522603083,IT,TRUE
-2.0333560095323353,0.5055695857536405,IT,TRUE
-1.0303593583410073,-1.3738986282345322,product_mng,TRUE
0.9095551345980458,1.5450369725587143,product_mng,TRUE
-0.8652602525589602,-1.4300320051728637,product_mng,TRUE
0.5793569230339518,1.152103333990393,product_mng,TRUE
-2.0333560095323353,0.9310803326461454,IT,TRUE
0.9063312471290522,0.9461903509993786,marketing,TRUE
-0.9358170710249124,-1.2446760792245932,marketing,TRUE
-2.082042691209602,1.119153490227587,marketing,TRUE
-0.6901972952710504,-0.8987498007681762,marketing,TRUE
-1.0176903296095332,-1.1293673197391207,marketing,TRUE
-0.8948804417326021,-1.1293673197391207,marketing,TRUE
-0.8968876085996988,-1.3397777372499136,sales,TRUE
-1.8498658668036727,0.4786480900897928,accounting,TRUE
0.8591524534383812,1.6171270200030634,support,TRUE
-1.958734725283085,1.1472994314417972,technical,TRUE
-1.0158175830208942,-1.397705128338132,management,TRUE
-0.6901972952710504,-1.5329479779382735,marketing,TRUE
-2.122979320501912,1.349771009198531,marketing,TRUE
1.1519510228829144,1.5227341484267394,marketing,TRUE
-0.6571281548958373,-1.1648091295651513,sales,TRUE
0.7015087494260449,1.0514599011085008,sales,TRUE
1.1410677478831244,1.634688593391041,sales,TRUE
-2.0157650592177196,0.7598455549672306,sales,TRUE
-0.7370479727971245,-0.931517652652135,sales,TRUE
-1.2165668802048477,-0.9898405218803892,sales,TRUE
-1.176606971254204,-1.2231319987934053,sales,TRUE
-0.6571281548958373,-0.8148719141956277,sales,TRUE
0.7814285673273321,1.634688593391041,sales,TRUE
-0.8169677906984119,-1.4564234757064212,sales,TRUE
-2.0157650592177196,0.40990833959770695,sales,TRUE
-2.0557249681683634,0.9931370318802468,sales,TRUE
0.34186956887025227,-1.0481633911086432,sales,TRUE
-0.2974889743400449,0.1766168626846907,sales,TRUE
-0.8169677906984119,-1.3397777372499136,sales,TRUE
-0.9368475175503425,-1.2231319987934053,sales,TRUE
-0.9768074265009861,-1.1648091295651513,sales,TRUE
-2.0157650592177196,0.8181684241954846,sales,TRUE
-0.8569276996490552,-1.3981006064781676,sales,TRUE
-1.8890453863220473,0.71133583219017,accounting,TRUE
1.2061366556295445,1.5839148650665864,accounting,TRUE
-1.8498658668036727,0.4786480900897928,accounting,TRUE
-0.9632162394852396,-0.9098760834933366,hr,TRUE
-0.8018797025451687,-1.4253872710999627,hr,TRUE
-2.0522378638307166,0.8084945418620828,hr,TRUE
-0.8018797025451687,-1.4253872710999627,hr,TRUE
-0.9358907065275855,-0.9869349594253303,technical,TRUE
-0.6605096245549511,-1.2176630016812362,technical,TRUE
-2.037415034418123,0.4551153046740803,technical,TRUE
1.227817794685971,0.858889378621915,technical,TRUE
0.519695012470625,1.0896174208778209,technical,TRUE
-2.037415034418123,0.5704793258020326,technical,TRUE
1.1097973309834133,1.3203454631337261,technical,TRUE
-2.037415034418123,0.4551153046740803,technical,TRUE
-1.3292922522027775,-1.0446169699893066,technical,TRUE
-1.9980748798506043,1.0896174208778209,technical,TRUE
-1.9980748798506043,0.9742533997498679,technical,TRUE
0.6156518831178569,1.266708886761744,support,TRUE
1.14323645214566,0.565872620279106,support,TRUE
-0.9265183955787982,-1.3030240903412618,support,TRUE
0.5750684547311028,1.6171270200030634,support,TRUE
-2.1034378187946667,1.2083058645548581,support,TRUE
1.0214861669853976,1.0330967979341985,support,TRUE
-0.9671018239655523,-1.3030240903412618,support,TRUE
0.6156518831178569,1.5587239977961769,support,TRUE
0.656235311504611,0.8578877313135388,support,TRUE
-0.7236012536450279,-1.3030240903412618,support,TRUE
-0.9671018239655523,-1.1862180459274887,support,TRUE
-0.6998497791224704,-1.5060730545011183,technical,TRUE
-0.8572103973925471,-1.2753450122452126,technical,TRUE
1.0704571764158939,1.6087555159536084,technical,TRUE
-0.752367122381513,-1.647295329827084,management,TRUE
-0.8729058517561223,-1.1356861522603083,IT,TRUE
-1.032967942483876,-1.2572606513724527,IT,TRUE
-1.032967942483876,-1.4396224000406694,IT,TRUE
1.127870282340796,1.5997400777629391,IT,TRUE
-0.7528592837103074,-1.1356861522603083,IT,TRUE
1.1159290168256049,0.8714364492987343,product_mng,TRUE
-2.144778322369825,0.7030363184837393,product_mng,TRUE
-1.0303593583410073,-1.205498497419537,product_mng,TRUE
-1.0303593583410073,-1.1493651204812054,product_mng,TRUE
1.0078237142949809,1.1134420813143622,IT,TRUE
-0.7136598007708097,-0.9174783625124732,accounting,TRUE
1.2453161751479191,1.4675709940163975,accounting,TRUE
-0.9228821052502219,-1.4253872710999627,hr,TRUE
-0.6405431656050982,-0.9671551043385174,hr,TRUE
1.0131563380306263,1.3812847503138892,hr,TRUE
0.6607114713751905,1.5227341484267394,marketing,TRUE
-0.8130071831479815,-1.4176392184528015,marketing,TRUE
1.2209875657844116,1.634688593391041,sales,TRUE
-1.8498658668036727,0.6531638966650756,accounting,TRUE
-0.8047681104185361,-0.9526059570999424,support,TRUE
-0.5031490062848744,-0.871570938297378,technical,TRUE
0.9161524616679009,0.7862091346901994,management,TRUE
-0.8948804417326021,-1.0717129399963847,marketing,TRUE
-0.7720705538556711,-1.5329479779382735,marketing,TRUE
-0.7720705538556711,-1.0717129399963847,marketing,TRUE
-2.0557249681683634,1.5180428549345326,sales,TRUE
-2.0557249681683634,0.9348141626519928,sales,TRUE
-0.9768074265009861,-1.4564234757064212,sales,TRUE
-0.9368475175503425,-1.0481633911086432,sales,TRUE
-0.8569276996490552,-1.2231319987934053,sales,TRUE
1.1011078389324807,0.8764912934237388,sales,TRUE
-0.6571281548958373,-1.4564234757064212,sales,TRUE
-0.9768074265009861,-1.3397777372499136,sales,TRUE
-0.6171682459451937,-1.2814548680216593,sales,TRUE
1.0211880210311934,1.1681056395650091,sales,TRUE
-2.0157650592177196,0.7598455549672306,sales,TRUE
0.7015087494260449,0.9348141626519928,sales,TRUE
0.7015087494260449,1.2264285087932632,sales,TRUE
-1.6960857876125708,-0.6982261757391195,sales,TRUE
1.0211880210311934,1.5763657241627869,sales,TRUE
-0.057729520636183564,1.2264285087932632,sales,TRUE
-0.6970880638464809,-1.5147463449346754,sales,TRUE
-2.0157650592177196,0.5848769472824691,sales,TRUE
-0.7770078817477682,-0.9898405218803892,sales,TRUE
1.16695713611117,0.944023574290548,accounting,TRUE
-1.8498658668036727,0.71133583219017,accounting,TRUE
-0.4785826836605623,-1.4991977177634175,accounting,TRUE
0.8921539353255732,1.4958427920042507,hr,TRUE
-0.6405431656050982,-0.8525970626481559,hr,TRUE
-1.9715695953606813,0.40754139594581845,hr,TRUE
-0.7212114340751336,-1.1962711877192402,hr,TRUE
0.913096558145817,1.2049814420057738,technical,TRUE
-1.958734725283085,1.3203454631337261,technical,TRUE
-0.6211694699874318,-1.1022989805532832,technical,TRUE
-0.8965505519600663,-0.9292529488613538,technical,TRUE
-0.8965505519600663,0.8012073680579385,technical,TRUE
-0.6605096245549511,-1.2176630016812362,technical,TRUE
-1.958734725283085,0.6858433469299856,technical,TRUE
0.7950760944432598,1.2049814420057738,technical,TRUE
-2.037415034418123,1.3780274736977025,technical,TRUE
-1.958734725283085,1.0319354103138445,technical,TRUE
0.7950760944432598,1.3203454631337261,technical,TRUE
-2.1034378187946667,1.4419179533824036,support,TRUE
0.4939015979575946,0.9746937757273119,support,TRUE
-2.144021247181421,0.3322605314515604,support,TRUE
0.8185690250516271,0.5074695980722201,support,TRUE
-2.1034378187946667,1.5003209755892903,support,TRUE
-1.4135195362198472,-0.9526059570999424,support,TRUE
0.8591524534383812,1.1499028423479716,support,TRUE
-2.1034378187946667,1.2083058645548581,support,TRUE
-0.9671018239655523,-1.4782331569619216,support,TRUE
-0.8859349671920441,-0.9526059570999424,support,TRUE
-2.062854390407913,0.6242756424859925,support,TRUE
-1.958734725283085,0.3974332941101038,technical,TRUE
0.8344162490107785,1.0896174208778209,technical,TRUE
-0.9752308610951048,-1.3907090333731655,technical,TRUE
-0.9719091729143305,-1.647295329827084,management,TRUE
1.0078237142949809,0.7487185839779287,IT,TRUE
-0.8328903290741843,-1.3788351504845973,IT,TRUE
-2.0333560095323353,1.1742293308704344,IT,TRUE
-2.0733715322142734,1.2958038299825787,IT,TRUE
-0.9529368971199992,-1.2572606513724527,IT,TRUE
-0.9478098054499836,-0.9248316127278785,product_mng,TRUE
-0.9065350290044718,-1.0932317435428736,product_mng,TRUE
-0.700161146776913,-1.3177652512962006,product_mng,TRUE
0.49680737014292825,0.7030363184837393,product_mng,TRUE
-0.6728282383464306,-1.0141116531481638,IT,TRUE
-2.0378556599014197,1.7437333582012355,RandD,TRUE
-2.119398897868799,0.3505784536814366,RandD,TRUE
-1.0185651853091777,-0.9820044984679361,RandD,TRUE
1.1015590018426855,0.9562979773856969,RandD,TRUE
-0.6923922334396603,-1.4665801174313449,RandD,TRUE
-1.0176903296095332,-1.4752935981955373,marketing,TRUE
-2.0157650592177196,0.5848769472824691,sales,TRUE
-0.6744802812524353,-1.382853846713229,accounting,TRUE
-2.1034378187946667,1.266708886761744,support,TRUE
-1.9980748798506043,1.2049814420057738,technical,TRUE
-2.2452530660046732,1.4101846384125798,management,TRUE
-0.8948804417326021,-1.0140585602536485,marketing,TRUE
-0.8539438124402919,-1.3023304589673292,marketing,TRUE
-2.122979320501912,0.5426096928002262,marketing,TRUE
0.46174929572218315,0.8764912934237388,sales,TRUE
-0.7370479727971245,-1.3981006064781676,sales,TRUE
-0.9768074265009861,-1.4564234757064212,sales,TRUE
-2.0157650592177196,1.3430742472497705,sales,TRUE
-0.8569276996490552,-1.4564234757064212,sales,TRUE
-0.8169677906984119,-0.9898405218803892,sales,TRUE
0.8213884762779754,0.7598455549672306,sales,TRUE
-0.01776961168553994,-1.3981006064781676,sales,TRUE
-2.0157650592177196,1.1681056395650091,sales,TRUE
-0.9768074265009861,-1.5147463449346754,sales,TRUE
-0.8169677906984119,-1.1064862603368972,sales,TRUE
-0.9768074265009861,-1.1064862603368972,sales,TRUE
1.0611479299818372,1.634688593391041,sales,TRUE
-2.0557249681683634,0.8181684241954846,sales,TRUE
-0.6970880638464809,-1.3397777372499136,sales,TRUE
-0.9368475175503425,-0.8148719141956277,sales,TRUE
-2.0157650592177196,0.8181684241954846,sales,TRUE
-2.0956848771190066,1.5763657241627869,sales,TRUE
-0.6571281548958373,-1.1064862603368972,sales,TRUE
-1.8890453863220473,0.5368200256148873,accounting,TRUE
-0.517762203178937,-1.4410257822383234,accounting,TRUE
0.7359824214090496,0.8858516387654535,accounting,TRUE
-0.6405431656050982,-1.1389921668740595,hr,TRUE
-0.8422138367801865,-1.1962711877192402,hr,TRUE
-2.011903729595699,1.152168666933167,hr,TRUE
-2.0522378638307166,1.0376106252428057,hr,TRUE
-0.9358907065275855,-1.4483910439371421,technical,TRUE
1.1491374855509324,1.6087555159536084,technical,TRUE
-0.7785300882575088,-0.9292529488613538,technical,TRUE
-0.9358907065275855,-1.1599809911172596,technical,TRUE
-1.9980748798506043,0.8012073680579385,technical,TRUE
0.7950760944432598,1.6087555159536084,technical,TRUE
-1.958734725283085,0.4551153046740803,technical,TRUE
-1.958734725283085,0.6858433469299856,technical,TRUE
-0.8178702428250278,-1.5060730545011183,technical,TRUE
-2.037415034418123,0.4551153046740803,technical,TRUE
-0.5031490062848744,1.2049814420057738,technical,TRUE
1.183819880532414,1.091499820141085,support,TRUE
-0.764184682031782,-0.8942029348930566,support,TRUE
-1.1700189658993227,0.9162907535204253,support,TRUE
-0.8453515388052902,-0.8942029348930566,support,TRUE
-0.8453515388052902,-1.011008979306829,support,TRUE
-1.0076852523523065,-1.0694120015137156,support,TRUE
-1.251185822672831,-0.6021878238586238,support,TRUE
-2.144021247181421,1.091499820141085,support,TRUE
-2.1034378187946667,0.8578877313135388,support,TRUE
0.5750684547311028,1.0330967979341985,support,TRUE
-0.8453515388052902,-1.0694120015137156,support,TRUE
0.44101470333558657,1.3780274736977025,technical,TRUE
-0.8178702428250278,-1.2753450122452126,technical,TRUE
1.1884776401184518,0.858889378621915,technical,TRUE
-2.2891614761112367,0.6614140339457232,management,TRUE
-0.8729058517561223,-0.9533244035920916,IT,TRUE
0.8077461008852888,0.8702930830900731,IT,TRUE
-2.0733715322142734,0.6271440848657843,IT,TRUE
-0.9929524198019376,-1.6219841487088857,IT,TRUE
-1.032967942483876,-1.2572606513724527,IT,TRUE
-0.9478098054499836,-1.3177652512962006,product_mng,TRUE
-1.071634134786519,-0.8125648588512158,product_mng,TRUE
0.9921046874890694,0.7030363184837393,product_mng,TRUE
0.45553259369741644,1.5450369725587143,product_mng,TRUE
-0.23265748884510837,-0.041515660251009556,IT,TRUE
-0.5569417226973116,-0.9174783625124732,accounting,TRUE
-1.066275476436181,-0.9174783625124732,accounting,TRUE
0.6904832641504851,1.2667267086235285,hr,TRUE
-0.6405431656050982,-1.4826662919451434,hr,TRUE
-0.8825479710152042,-1.4253872710999627,hr,TRUE
-0.6901972952710504,-1.3599848387100655,marketing,TRUE
-0.9368475175503425,-1.1648091295651513,sales,TRUE
-0.8703778788443082,-1.382853846713229,accounting,TRUE
0.5344850263443487,1.0330967979341985,support,TRUE
-1.9980748798506043,1.2049814420057738,technical,TRUE
-2.2891614761112367,1.5349797391570559,management,TRUE
-0.6901972952710504,-1.2446760792245932,marketing,TRUE
-0.8130071831479815,-0.8410954210254408,marketing,TRUE
0.6607114713751905,1.6380429079122116,marketing,TRUE
-0.6571281548958373,-0.931517652652135,sales,TRUE
0.9013082941792626,1.693011462619295,sales,TRUE
-2.0157650592177196,1.2847513780215172,sales,TRUE
-0.7770078817477682,-0.873194783423881,sales,TRUE
-0.6571281548958373,-1.4564234757064212,sales,TRUE
-0.6171682459451937,-0.8148719141956277,sales,TRUE
-2.0956848771190066,0.468231208825961,sales,TRUE
1.0211880210311934,0.7015226857389766,sales,TRUE
-2.0557249681683634,0.9348141626519928,sales,TRUE
1.181027656833768,1.693011462619295,sales,TRUE
0.581629022574114,1.2264285087932632,sales,TRUE
0.5017092046728268,1.693011462619295,sales,TRUE
1.2209875657844116,1.2847513780215172,sales,TRUE
0.581629022574114,0.9348141626519928,sales,TRUE
-0.5772083369945503,-1.2231319987934053,sales,TRUE
0.46174929572218315,1.634688593391041,sales,TRUE
-2.0956848771190066,1.3430742472497705,sales,TRUE
1.181027656833768,1.2264285087932632,sales,TRUE
0.8213884762779754,1.5763657241627869,sales,TRUE
-1.1838140349913047,-1.557369653288512,accounting,TRUE
1.0102390580376714,1.5839148650665864,accounting,TRUE
-0.517762203178937,-1.0919941690877566,accounting,TRUE
-0.6002090313700804,-0.9671551043385174,hr,TRUE
1.2551611434407326,1.4958427920042507,hr,TRUE
-0.7212114340751336,-1.3108292294096016,hr,TRUE
0.8921539353255732,1.6676798545397928,hr,TRUE
-1.958734725283085,1.0319354103138445,technical,TRUE
-0.7391899336899895,-1.1022989805532832,technical,TRUE
0.8344162490107785,0.743525357493962,technical,TRUE
-2.037415034418123,1.3780274736977025,technical,TRUE
-1.9980748798506043,1.2626634525697495,technical,TRUE
0.9917768672808555,1.6087555159536084,technical,TRUE
-0.8178702428250278,-1.5060730545011183,technical,TRUE
-0.6211694699874318,-1.5060730545011183,technical,TRUE
-0.7391899336899895,-1.2176630016812362,technical,TRUE
0.519695012470625,1.1472994314417972,technical,TRUE
-0.22776792431223966,-0.6985249066054485,technical,TRUE
-1.0076852523523065,-1.5950392013756942,support,TRUE
-0.8453515388052902,-1.1862180459274887,support,TRUE
1.1026530237589058,-0.42697875723796413,support,TRUE
-0.8453515388052902,-0.8942029348930566,support,TRUE
-0.7236012536450279,-1.2446210681343752,support,TRUE
1.0214861669853976,0.6826786646928791,support,TRUE
-2.1034378187946667,0.6826786646928791,support,TRUE
-0.8453515388052902,-1.4782331569619216,support,TRUE
-2.062854390407913,0.7410816868997657,support,TRUE
-0.764184682031782,-1.1278150237206022,support,TRUE
0.6156518831178569,1.0330967979341985,support,TRUE
-0.7785300882575088,-1.1599809911172596,technical,TRUE
-0.7785300882575088,-1.3907090333731655,technical,TRUE
-0.9752308610951048,0.3397512835461274,technical,TRUE
0.6527020010285199,1.7221723902737702,management,TRUE
0.7677305782033509,1.5997400777629391,IT,TRUE
-0.9129213744380608,-1.0748989027042362,IT,TRUE
-2.113387054896212,1.3565910795386502,IT,TRUE
-0.712843761028369,-1.5611968991528136,IT,TRUE
-2.0733715322142734,0.7487185839779287,IT,TRUE
-1.071634134786519,-1.3177652512962006,product_mng,TRUE
0.785730805261511,1.152103333990393,product_mng,TRUE
0.785730805261511,1.0398365801137295,product_mng,TRUE
0.9508299110435576,1.4889035956203827,product_mng,TRUE
-2.0733715322142734,0.9310803326461454,IT,TRUE
-1.0185651853091777,-1.0425764508383624,RandD,TRUE
-2.1601705168524887,1.562017501089957,RandD,TRUE
-0.73316385242335,-1.1031484032087884,RandD,TRUE
0.9792441448916164,1.3197296916082535,RandD,TRUE
0.6122995740384094,1.7437333582012355,RandD,TRUE
-0.8539438124402919,-1.3599848387100655,marketing,TRUE
-0.8569276996490552,-1.3397777372499136,sales,TRUE
-0.5961212422156862,-1.3246819111881345,accounting,TRUE
-0.764184682031782,-1.3030240903412618,support,TRUE
0.7557359398757405,-1.1022989805532832,technical,TRUE
0.7844272313482107,0.7862091346901994,management,TRUE
0.8244579885444315,1.5227341484267394,marketing,TRUE
-1.0176903296095332,-1.0140585602536485,marketing,TRUE
-1.0176903296095332,-1.3599848387100655,marketing,TRUE
-2.0956848771190066,1.4013971164780246,sales,TRUE
1.1410677478831244,1.2264285087932632,sales,TRUE
-0.8169677906984119,-1.1064862603368972,sales,TRUE
-2.0557249681683634,0.8181684241954846,sales,TRUE
-0.6970880638464809,-1.0481633911086432,sales,TRUE
1.1011078389324807,0.8181684241954846,sales,TRUE
-0.7770078817477682,-0.873194783423881,sales,TRUE
1.0211880210311934,1.693011462619295,sales,TRUE
-0.6571281548958373,-0.8148719141956277,sales,TRUE
-2.0157650592177196,0.9348141626519928,sales,TRUE
-2.0956848771190066,0.468231208825961,sales,TRUE
0.581629022574114,0.7015226857389766,sales,TRUE
-2.0157650592177196,1.4597199857062786,sales,TRUE
-0.9768074265009861,-1.2814548680216593,sales,TRUE
-2.0557249681683634,0.468231208825961,sales,TRUE
0.6215889315247577,0.9348141626519928,sales,TRUE
-0.7770078817477682,-0.9898405218803892,sales,TRUE
-0.9368475175503425,-1.1064862603368972,sales,TRUE
-1.176606971254204,1.4013971164780246,sales,TRUE
-0.7920188398075589,-1.3246819111881345,accounting,TRUE
-1.536429710656676,1.6420868005916809,accounting,TRUE
-1.8890453863220473,0.6531638966650756,accounting,TRUE
0.6501491299154674,0.9803316043976249,hr,TRUE
-0.277535957489939,-0.8525970626481559,hr,TRUE
-0.8422138367801865,-1.1389921668740595,hr,TRUE
-1.9715695953606813,0.6939365001717214,hr,TRUE
-1.9980748798506043,1.2626634525697495,technical,TRUE
0.913096558145817,1.6087555159536084,technical,TRUE
0.8344162490107785,1.551073505389632,technical,TRUE
-1.9980748798506043,0.5704793258020326,technical,TRUE
-0.07040730604216314,-1.3330270228091892,technical,TRUE
-0.6605096245549511,-1.3907090333731655,technical,TRUE
1.1097973309834133,1.3203454631337261,technical,TRUE
1.1884776401184518,0.6858433469299856,technical,TRUE
0.20497377593047156,-0.871570938297378,technical,TRUE
-1.958734725283085,0.858889378621915,technical,TRUE
-0.6998497791224704,-1.2176630016812362,technical,TRUE
0.656235311504611,0.6242756424859925,support,TRUE
-2.062854390407913,1.4419179533824036,support,TRUE
0.8591524534383812,1.5003209755892903,support,TRUE
-0.9265183955787982,-1.0694120015137156,support,TRUE
-0.9671018239655523,-1.011008979306829,support,TRUE
-1.0076852523523065,-0.8942029348930566,support,TRUE
-0.7236012536450279,-1.4198301347550348,support,TRUE
-0.358350398164241,0.7410816868997657,support,TRUE
-2.144021247181421,1.383514931175517,support,TRUE
-2.062854390407913,0.9746937757273119,support,TRUE
0.8591524534383812,1.383514931175517,support,TRUE
1.0704571764158939,1.6087555159536084,technical,TRUE
-1.9980748798506043,0.9742533997498679,technical,TRUE
